"name","brand","ean","price","grammage","category","sale","image"
"Tempo Taschentücher Natural & Soft Box 4-lagig 90 Tücher","Tempo","7322541409337","2.35","90 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/8634927/34183180_digital-image.png"
"Listerine Mundspülung Total Care Zahn-Schutz 500ml","Listerine","3574661731001","4.79","500ml (1 l = 9,58 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/7684853/39386191_digital-image.png"
"Parodontax Zahncreme Complete Protection Extra Frisch 75ml","Parodontax","5054563949363","5.99","75ml (1 l = 79,87 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/7246801/27708913_digital-image.png"
"Schwarzkopf Taft Haarspray Volumen alle Haartypen Halt 3 250ml","taft","4015100810547","3.95","250ml (1 l = 15,80 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8551604/32629199_digital-image.png"
"Today Cremedusche Milch & Honig 300ml","Today","21692949","0.55","300ml (1 l = 1,83 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2537394/25460926_digital-image.png"
"Babytime Baby Wattepads 60 Stück","Babytime","27257784","1.69","60 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/8362900/30546236_digital-image.png"
"Today Duschgel Lemongras 300ml","Today","21697524","0.55","300ml (1 l = 1,83 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/3203591/26837328_digital-image.png"
"Rexona Deo Roll-On Shower Fresh Anti-Transpirant 50ml","Rexona","59095668","2.29","50ml (1 l = 45,80 €)","Drogerie & Kosmetik","True","https://img.rewe-static.de/2043534/23046033_digital-image.png"
"Today men Duschgel refresh 300ml","Today","21826450","0.55","300ml (1 l = 1,83 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/3021115/27551429_digital-image.png"
"L'Oréal Men Expert Deo Roll-on Carbon Protect Antitranspirant 50ml","L'Oréal Paris","3600523741465","2.39","50ml (1 l = 47,80 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2130370/32878759_digital-image.png"
"Jean & Len Duschgel Vanilla Loves Berry 250ml","Jean & Len","4262401731952","2.99","250ml (1 l = 11,96 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/9034849/49427737_digital-image.png"
"Odol-med3 Zahncreme Minzfrisch 125ml","Odol-med3","5054563191519","1.79","125ml (1 l = 14,32 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2256833/23154204_digital-image.png"
"Garnier Wahre Schätze Honig Schätze Reparierende Spülung 200ml","Garnier","3600542461481","2.49","200ml (1 l = 12,45 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2528248/25529807_digital-image.png"
"Hidrofugal Deospray Duschfrische 150ml","Hidrofugal","4006000121062","3.99","150ml (1 l = 26,60 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2774324/26019269_digital-image.png"
"Pantene Pro-V Haarshampoo Repair&Care 300ml","Pantene Pro-V","8700216422437","3.99","300ml (1 l = 13,30 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/3201401/26109070_digital-image.png"
"Swiss-O-Par Frottee Trockenshampoo Spray 200ml","Swiss-o-Par","4104260045712","2.79","200ml (1 l = 13,95 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2173891/10545000_digital-image.png"
"Bruno Banani Magic Man Deodorant Spray 150ml","Bruno Banani","3616302035434","3.99","150ml (1 l = 26,60 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2427932/30243531_digital-image.png"
"NIVEA Soft Creme Dose 200ml","NIVEA","4005900964441","3.65","200ml (1 l = 18,25 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2378033/23882270_digital-image.png"
"Duschdas 3-in-1 Duschgel & Shampoo Noire 225ml","Duschdas","8720181325380","1.79","225ml (1 l = 7,96 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8911414/38937664_digital-image.png"
"NIVEA Men Duschgel Active Clean 250ml","NIVEA","4006000063874","2.25","250ml (1 l = 9 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8749592/36084974_digital-image.png"
"o.b. Tampons ProComfort Super Plus 32 Stück","o.b.","3574661587134","4.95","32 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/0194208/23273408_digital-image.png"
"Tena Discreet Einlagen Normal 12 Stück","Tena","7322541085739","3.75","12 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/8329399/40688791_digital-image.png"
"Sagrotan No-Touch Seife Nachfüller Aloe Vera 250ml","Sagrotan","4002448099970","3.49","250ml (1 l = 13,96 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2850217/26357208_digital-image.png"
"Dove Deospray Soft Feel 150ml","Dove","8712561820899","2.69","150ml (1 l = 17,93 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/3099542/43723939_digital-image.png"
"Schwarzkopf Gliss Spülung Total Repair 200ml","Gliss","4015100812275","2.99","200ml (1 l = 14,95 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/7207535/27592408_digital-image.png"
"DocMorris Heiße Zitrone 160g, 20 Beutel","DocMorris","4337256279000","1.99","160g (1 kg = 12,44 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/3288353/27329338_digital-image.png"
"Penaten Bad + Shampoo 400ml","Penaten","3574661474939","3.99","400ml (1 l = 9,98 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/0937927/10207080_digital-image.png"
"Duschdas Duschgel For Men 225ml","Duschdas","8720181334580","1.79","225ml (1 l = 7,96 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8992520/39134358_digital-image.png"
"Duschdas Care Pflegedusche Kokos Sheabutter 225ml","Duschdas","8720181400254","1.79","225ml (1 l = 7,96 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/7648069/41022122_digital-image.png"
"NIVEA Duschgel Waterlily & Oil 250ml","NIVEA","4006000137865","2.25","250ml (1 l = 9 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8749867/37881048_digital-image.png"
"schauma Shampoo Seiden-Kamm 400ml","schauma","4015100865011","1.95","400ml (1 l = 4,88 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2344741/23732650_digital-image.png"
"o.b. Tampons Flexia Tag + Nacht Super Plus 36 Stück","o.b.","3574661577869","5.99","36 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/3281773/32343785_digital-image.png"
"Garnier Fructis Kräftigendes Shampoo Kraft&Glanz 250ml","Garnier","3600541979833","2.79","250ml (1 l = 11,16 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/3184140/26989296_digital-image.png"
"Zewa Ultra Smart Toilettenpapier 4-lagig 4x280 Blatt","Zewa","7322541411828","4.89","4x280 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/8630726/34688792_digital-image.png"
"Today Rasiergel Aloe Vera 150ml","Today","21108877","1.05","150ml (1 l = 7 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/1314797/20851001_digital-image.png"
"NIVEA Deo Roll-On Pure & Sensitive 50ml","NIVEA","42449317","3.25","50ml (1 l = 65 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2606458/31442648_digital-image.png"
"Eyelike Kombi-Lösung 380ml","Eyelike","4260092872046","4.99","380ml (1 l = 13,13 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/0578913/18044020_digital-image.png"
"Fa Duschcreme Mystic Moments 250ml","Fa","4015100427547","1.79","250ml (1 l = 7,16 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8594160/33206910_digital-image.png"
"Always Damenbinden Maxi Night ProFresh Night Größe 3, 10 Stück","Always","8006540451991","1.99","10 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/7837528/35288648_digital-image.png"
"Adidas Men Duschgel Ice Dive 3in1 250ml","Adidas","3616303458959","2.49","250ml (1 l = 9,96 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/1397056/20389834_digital-image.png"
"Blend-a-med Zahnpasta Frisch 125ml","Blend-a-med","8006540947203","1.55","125ml (1 l = 12,40 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/3075938/26202612_digital-image.png"
"today Tampons Super Plus 32 Stück","Today","22034366","2.75","32 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/8947670/38819911_digital-image.png"
"schauma Shampoo Fresh it Up! 400ml","schauma","4015100865035","1.95","400ml (1 l = 4,88 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2344389/23542327_digital-image.png"
"Carefree Slipeinlagen Plus Normal 56 Stück","Carefree","3574661661957","2.95","56 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/8764321/36741889_digital-image.png"
"L'Oréal Men Expert Deospray Heat Protect Antitranspirant 45°C 150ml","L'Oréal Paris","3600523715435","2.39","150ml (1 l = 15,93 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2832669/25475742_digital-image.png"
"Today Discreet Hygiene Einlagen Normal 28 Stück","Today","25974850","3.95","28 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/8909795/43788231_digital-image.png"
"Bebe Soft Shower Cream trockene Haut 250ml","bebe","3574661384382","1.29","250ml (1 l = 5,16 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/7230764/28299341_digital-image.png"
"Gillette Blue II Plus Einwegrasierer 7 Stück","Gillette","7702018531950","3.29","7 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/8359726/38959554_digital-image.png"
"Basic Toilettenpapier 2-lagig 8x170 Blatt","NA","4000735359684","2.19","8x170 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/8959305/39950182_digital-image.png"
"Zewa Toilettenpapier Ultra Soft 4-lagig 8x150 Blatt","Zewa","7322541460109","4.89","8x150 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/8658097/35448391_digital-image.png"
"Dove Deo Roll-On Advanced Care Invisible Dry 50ml","Dove","59083856","3.49","50ml (1 l = 69,80 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8936096/39615225_digital-image.png"
"Dove Body Lotion Hydro Pflege 400ml","Dove","8720181085666","4.89","400ml (1 l = 12,23 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/1902437/21134563_digital-image.png"
"L'Oréal Paris Elvital Shampoo Hydra Hyaluronic Pure 300ml","L'Oréal Paris","3600524140069","3.79","300ml (1 l = 12,63 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/9035059/43697615_digital-image.png"
"Duniwell WC-Papiersitze 10 Stück","Duniwell","4002215089227","1.19","10 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/5074525/28111642_digital-image.png"
"Neutrogena Hydro Boost Aqua Reinigungsgel 200ml","Neutrogena","3574661320700","4.99","200ml (1 l = 24,95 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/7083377/29072118_digital-image.png"
"NIVEA Haarspray Diamant Volumen 250ml","NIVEA","4005900749406","3.49","250ml (1 l = 13,96 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/7162957/44314272_digital-image.png"
"Rexona Men Deospray Cobalt Dry 150ml","Rexona","8720181438769","2.99","150ml (1 l = 19,93 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/9055627/43423302_digital-image.png"
"Old Spice Duschgel 3in1 Captain 250ml","Old Spice","8006540838945","2.49","250ml (1 l = 9,96 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8930256/42889945_digital-image.png"
"Neutrogena Hydro Boost Aqua Gel 50ml","Neutrogena","3574661554280","9.99","50ml (1 l = 199,80 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/7083285/29071851_digital-image.png"
"Demak Up Wattepads Original Adapt 50 Stück","Demak Up","7322541343488","1.99","50 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/7780668/36543651_digital-image.png"
"Dove Deospray Zink Komplex Rosenduft ohne Aluminium 150ml","Dove","8720181277771","3.49","150ml (1 l = 23,27 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8927041/39134502_digital-image.png"
"NIVEA Men Duschgel Fresh Ocean 250ml","NIVEA","4006000063553","2.25","250ml (1 l = 9 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8750473/36131467_digital-image.png"
"Bübchen Kinder Shampoo Sensitiv 400ml","Bübchen","4065331000064","2.99","400ml (1 l = 7,48 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2227357/22803956_digital-image.png"
"Litamin Schaumbad Abend-Symphonie 750ml","Litamin","4000196018588","2.49","750ml (1 l = 3,32 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/0113669/7444740_digital-image.png"
"L'Oréal Paris Spülung Hyalauronic Pure 250ml","L'Oréal Paris","3600524142223","3.79","250ml (1 l = 15,16 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/7616361/43891313_digital-image.png"
"Dove Deospray go fresh Gurken- & Grüner Tee Duft ohne Aluminium 150ml","Dove","8720181566844","2.69","150ml (1 l = 17,93 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2264693/23008017_digital-image.png"
"bi good Nagellackentferner Rosmarin & Rizinusöl 125ml","bi good","9009827000850","3.49","125g (1 kg = 27,92 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8974010/38562061_digital-image.png"
"NIVEA Men Pflegeshampoo Deep Revitalisierend 250ml","NIVEA","4005900918116","2.99","250ml (1 l = 11,96 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/7156431/27935669_digital-image.png"
"Satin Care Dry Skin Rasiergel Shea Butter Silk 200ml","NA","8006540768914","3.29","200ml (1 l = 16,45 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8422695/34945990_digital-image.png"
"Dove Deospray Original 150ml","Dove","8720181291920","3.49","150ml (1 l = 23,27 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8925131/39134229_digital-image.png"
"SOS Desinfektions-Tücher Intense Hände + Flächen 25 Stück","SOS","4036581536337","1.99","25 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/1450830/43241958_digital-image.png"
"Blend-a-med Zahnpasta Milde Frische Clean 125ml","Blend-a-med","8006540947722","1.55","125ml (1 l = 12,40 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8318065/41546991_digital-image.png"
"Carefree Slipeinlagen Cotton Feel Normal Frischeduft 56 Stück","Carefree","3574661486321","2.95","56 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/7792374/36637152_digital-image.png"
"Wilkinson Sword Extra 3 Activ Einwegrasierer 6 Stück","Wilkinson","4027800106806","3.49","6 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/7992477/33279916_digital-image.png"
"Old Spice Duschgel 3in1 Wolfthorn 250ml","Old Spice","8006540842409","2.49","250ml (1 l = 9,96 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2887807/38108029_digital-image.png"
"Guhl Frische & Leichtigkeit Anti-Fett Shampoo mit Zitronenmelisse 250ml","Guhl","4072600282274","3.99","250ml (1 l = 15,96 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/2592057/37996490_digital-image.png"
"Swiss-O-Par Haarkur Arganöl 25ml","Swiss-o-Par","42071389","0.69","25ml (1 l = 27,60 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/1949867/22070098_digital-image.png"
"Today Men After Shave Balsam Sensitiv 100ml","Today","21403699","2.35","100ml","Drogerie & Kosmetik","False","https://img.rewe-static.de/7804760/37380073_digital-image.png"
"Today Haarkur Repair 200ml","Today","22065087","1.69","200ml","Drogerie & Kosmetik","False","https://img.rewe-static.de/7696885/39851843_digital-image.png"
"Dove Deospray Advanced Care Pfirsich- und weißer Blütenduft 150ml","Dove","8720181443565","3.49","150ml (1 l = 23,27 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/7595494/43526212_digital-image.png"
"Kleenex Kosmetiktücher 80 Stück","Kleenex","5029053039695","1.79","80 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/6758746/3780590_digital-image.png"
"Swiss-O-Par Haarkur Pferdemark 25ml","Swiss-o-Par","4104260073005","0.69","25ml (1 l = 27,60 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/5471842/1625330_digital-image.png"
"Zewa Bewährt Toilettenpapier 3-lagig 16x150 Blatt","Zewa","7322541443003","6.79","16x150 Stück","Drogerie & Kosmetik","False","https://img.rewe-static.de/8670651/36883484_digital-image.png"
"Autan Protect Plus Pumpspray 100ml","Autan","5000204093957","6.99","100ml (1 l = 69,90 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8244313/29271926_digital-image.png"
"Sagrotan Hygiene Seife Kids Nachfüller Wildbeeren Duft 250ml","Sagrotan","4251758434203","3.49","250ml (1 l = 13,96 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/9100247/44490474_digital-image.png"
"Swiss-O-Par Shampoo Silver 250ml","Swiss-o-Par","4104260074804","2.59","250ml (1 l = 10,36 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/1313527/23231831_digital-image.png"
"Axe Deo Spray Skateboard & Fresh Rose ohne Aluminium 150ml","Axe","8710847909542","3.95","150ml (1 l = 26,33 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/7996641/31322132_digital-image.png"
"Fa Duschcreme Oriental Moments 250ml","Fa","4015100427448","1.79","250ml (1 l = 7,16 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8551964/35720627_digital-image.png"
"Schwarzkopf Taft Haarspray Gliss Hair Repair Halt 2 250ml","taft","4015100810363","3.95","250ml (1 l = 15,80 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8893607/39641335_digital-image.png"
"Old Spice Deospray Captain 150ml","Old Spice","8700216606134","3.69","150ml (1 l = 24,60 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/8095462/29117670_digital-image.png"
"Swiss-O-Par Haarkur Kokos-Milch 25ml","Swiss-o-Par","42070771","0.69","25ml (1 l = 27,60 €)","Drogerie & Kosmetik","False","https://img.rewe-static.de/5730651/1625340_digital-image.png"
